Title,Series,Creator,ISBN,Language,Content access levels,Subscription
National Geographic Kids Chapters: Dog Finds Lost Dolphins!: And More True Stories of Amazing Animal Heroes,NGK Chapters,"Carney, Elizabeth",9781426310331,English,Juvenile,No
National Geographic Kids Chapters: Tiger in Trouble!: And More True Stories of Amazing Animal Rescues,NGK Chapters,"Halls, Kelly Milner",9781426310805,English,Juvenile,No
Nature on the Rampage,World of Horror,"Hamilton, Sue L.",9781604532722,English,Juvenile,No
Nature's Rule Breakers: Creatures That Don't Fit In,,"Fries-Gaither, Jessica",9798765602195,English,Juvenile,Yes
The Navajo Code Talkers,,"Watson, Bruce",9781612306490,English,Young adult,No
The Nazi Hunter: A Novel of Suspense,,"Elsner, Alan",,English,Adult,No
The Necromancer,The Secrets of the Immortal Nicholas Flamel,"Scott, Michael",9780375896606,English,Young adult,No
Need,Need,"Jones, Carrie",9781599904474,English,Young adult,No
Nerve,,"Ryan, Jeanne",9781101591413,English,Adult,No
Never Fade,The Darkest Minds,"Bracken, Alexandra",9781423187028,English,Young adult,No
Never Fall Down (unabridged),,"McCormick, Patricia",9780062132697,English,Adult,No
Never Make a Giant Mad,Felix and Calcite,"Laperla, Artur",9781728460963,English,Juvenile,Yes
Never Say Genius,The Genius Files,"Gutman, Dan",9780062099273,English,Juvenile,No
The New Kid,,"Jukes, Mavis",9780375896316,English,Juvenile,No
The New Kid,The Alien Next Door,"Newton, A.I.",9781499805604,English,Juvenile,No
The New Kids: Big Dreams and Brave Journeys at a High School for (unabridged),,"Hauser, Brooke",9781666598452,English,Adult,No
New Moon (unabridged),The Twilight Saga,"Meyer, Stephenie",9780739348307,English,Adult,No
New Moon,The Twilight Saga,"Meyer, Stephenie",9780316007726,English,Young adult,No
A New Planet,The Alien Next Door,"Newton, A.I.",9781499810042,English,Juvenile,No
The New Robert's Rules of Order (World Digital Library Edition),,"Sherman, John",0594084113,English,Young adult,No
The New Year Dragon Dilemma: The New Year Dragon Dilemma,A to Z Mystery: Super Edition,"Roy, Ron",9780375899638,English,Juvenile,No
Neymar,Soccer Stars,"Machajewski, Sarah",9781538348642,Spanish; Castilian,Juvenile,Yes
Nick & Norah's Infinite Playlist (unabridged),,"Cohn, Rachel",9780739381205,English,Adult,No
Nick & Norah's Infinite Playlist,,"Cohn, Rachel",9780375890765,English,Adult,No
The Night Before Christmas,,"Moore, Clement C.",,English,Juvenile,No
The Night Circus (unabridged),,"Morgenstern, Erin",9780307938930,English,Young adult,No
The Night Circus: A Novel,,"Morgenstern, Erin",9780385534642,English,Young adult,No
The Night Diary,,"Hiranandani, Veera",9780735228535,English,Juvenile,No
The Night Gardener,,"Auxier, Jonathan",9781613126608,English,Young adult,Yes
Night of Cake & Puppets,Daughter of Smoke & Bone,"Taylor, Laini",9780316369855,English,Adult,No
Night of the Homework Zombies,School Zombies,"Nickel, Scott",9781598891393,English,Juvenile,No
Night of the New Magicians,Magic Tree House: Merlin Missions,"Pope Osborne, Mary",9780375894572,English,Juvenile,No
Night of the Ninjas,Magic Tree House,"Pope Osborne, Mary",9780375894220,English,Juvenile,No
Nightbooks,,"White, J. A.",9780062560100,English,Juvenile,No
Nightfall,Keeper of the Lost Cities,"Messenger, Shannon",9781481497428,English,Juvenile,No
Nightmares!,Nightmares!,"Segel, Jason",9780385384032,English,Juvenile,No
Nine's Legacy: The Lost Files: Nine's Legacy,Lorien Legacies: The Lost Files,"Lore, Pittacus",9780062194787,English,Young adult,No
The Ninth Nugget,A to Z Mystery,"Roy, Ron",9780307538956,English,Juvenile,No
Ninth Ward (Coretta Scott King Author Honor Title),,"Rhodes, Jewell Parker",9780316088411,English,Juvenile,No
No Brainer,Diary of a Wimpy Kid,"Kinney, Jeff",9798887072074,English,Juvenile,No
No Crystal Stair,,"Nelson, Vaunda Micheaux",9781467731775,English,Young adult,No
"No Dawn without Darkness: No Safety In Numbers: Book 3: No Safety In Numbers Series, Book 3",No Safety in Numbers,"Lorentz, Dayna",9781101600085,English,Adult,No
No Easy Way Out: No Safety In Numbers: Book 2,No Safety in Numbers,"Lorentz, Dayna",9781101592281,English,Young adult,No
No News Is Good News,Ivy and Bean,"Barrows, Annie",9781452110417,English,Juvenile,No
No Place Like Oz,Dorothy Must Die,"Paige, Danielle",9780062280763,English,Adult,No
No Safety In Numbers,No Safety in Numbers,"Lorentz, Dayna",9781101585597,English,Young adult,No
North and South,,"Gaskell, Elizabeth",9781620117088,English,Young adult,Yes
Northanger Abbey,,"Austen, Jane",9781620112229,English,Young adult,Yes
A Northern Light (unabridged),,"Donnelly, Jennifer",9780739353806,English,Young adult,No
Not So Normal Norbert,,"Patterson, James",9780316465403,English,Juvenile,No
Notes from the Blender,,"Cook, Trish",9781512401547,English,Adult,No
Nothing Else But Miracles (unabridged),,"Albus, Kate",9798350854190,English,Juvenile,Yes
Nothing to Lose,Robyn Hunter Mystery,"McClintock, Norah",9781467730396,English,Young adult,No
Notorious RBG: The Life and Times of Ruth Bader Ginsburg (unabridged),,"Carmon, Irin",9780062425713,English,Young adult,No
Notorious RBG: The Life and Times of Ruth Bader Ginsburg,,"Carmon, Irin",9780062415820,English,Young adult,No
Notorious RBG Young Readers' Edition: The Life and Times of Ruth Bader Ginsburg,,"Carmon, Irin",9780062797049,English,Juvenile,No
#NotYourPrincess: Voices of Native American Women,,"Charleyboy, Lisa",9781554519606,English,Young adult,No
"NOW Classrooms, Grades 3-5: Lessons for Enhancing Teaching and Learning Through Technology (Supporting ISTE Standards for Students and Digital Citizenship)",The New Art and Science of Teaching,"Ormiston, Meg",9781945349416,English,Adult,No
"NOW Classrooms, Grades 6-8: Lessons for Enhancing Teaching and Learning Through Technology (Supporting ISTE Standards for Students and Digital Citizenship)",,"Ormiston, Meg",9781945349430,English,Adult,No
"NOW Classrooms, Grades 9-12: Lessons for Enhancing Teaching and Learning Through Technology (Supporting ISTE Standards for Students and Digital Citizenship)",NOW Classrooms,"Ormiston, Meg",9781945349454,English,Adult,No
Now Look What You've Done,Timmy Failure,"Pastis, Stephan",9780763670115,English,Juvenile,No
Number the Stars (unabridged),,"Lowry, Lois",9780739344989,English,Juvenile,No
Number the Stars: A Newbery Award Winner,,"Lowry, Lois",9780547345444,English,Juvenile,No
Nursing Assistant/Nurse Aide Flash Review,Flash Review,"LearningExpress LLC, LearningExpress LLC",9781611030037,English,Young adult,No
"Nutmeg, Issue TPB",,"Wright, James F.",,English,Adult,No
"Nyx in the House of Night: Mythology, Folklore and Religion in the PC and Kristin Cast Vampyre Series",,"Cast, P. C.",9781935618928,English,Young adult,No
Ob As In Knob,Word Families Set 5,"Rondeau, Amanda",9781617585371,English,Juvenile,No
Obeying Laws,Responsible Citizenship,"Fleming, Dana",9781648344077,English,Juvenile,Yes
The Obsidian Blade,Klaatu Diskos,"Hautman, Pete",9780763659721,English,Young adult,No
Ock As In Block,Word Families Set 5,"Rondeau, Amanda",9781617585388,English,Juvenile,No
Octopus or Squid?,Spot the Differences,"Deniston, Natalie",9798892136860,English,Juvenile,Yes
Odder (unabridged),,"Applegate, Katherine",9780593634240,English,Young adult,No
Odyssey,,Homer,9781620124307,English,Young adult,Yes
Of Mice and Men (unabridged),Penguin Audio Classics,"Steinbeck, John",9781984843852,English,Young adult,No
Of Mice and Men,,"Steinbeck, John",9781440633904,English,Young adult,No
Of Thee I Sing: A Letter to My Daughters,,"Obama, Barack",9780375983290,English,Juvenile,No
Og As In Dog,Word Families Set 5,"Rondeau, Amanda",9781617585395,English,Juvenile,No
Okay for Now: A National Book Award Winner,,"Schmidt, Gary D.",9780547534176,English,Young adult,No
Old Clothes for Dinner?!,,"Alonso, Nathalie",9798888591178,English,Juvenile,Yes
The Old Curiosity Shop,,"Dickens, Charles",9781620112427,English,Young adult,Yes
Old MacDonald Had a Farm (unabridged),Pete the Cat,"Dean, James",9780062322067,English,Juvenile,No
Old School,Diary of a Wimpy Kid,"Kinney, Jeff",9781613128275,English,Juvenile,No
Old Yeller,,"Gipson, Fred",9780061962868,English,Juvenile,No
Ole Flamenco,,"Ancona, George",9781600608605,English,Juvenile,No
Oliver Twist: Or the Parish Boy's Progress,,"Dickens, Charles",9781620117033,English,Young adult,Yes
Oliver's Great Big Universe: A Novel,Oliver's Great Big Universe,"Cham, Jorge",9781647008062,English,Juvenile,Yes
Olive's Ocean,,"Henkes, Kevin",9780062284631,English,Juvenile,No
Olivia's Enchanted Summer,Olivia,"Gardner, Lyn",9780857630490,English,Juvenile,No
Olivia's Winter Wonderland,Olivia series,"Gardner, Lyn",9780857631350,English,Young adult,No
Omega Rising,Voyagers,"Carman, Patrick",9780385386654,English,Juvenile,No
The Omnivore's Dilemma: The Secrets Behind What You Eat,,"Pollan, Michael",9781101148761,English,Young adult,No
On a Snow-Melting Day: Seeking Signs of Spring,,"Silverman, Buffy",9781541581180,English,Juvenile,Yes
On Kiki's Reef,,"Malnor, Carol L.",9781584694786,English,Juvenile,Yes
On Purpose,Cat Kid Comic Club,"Pilkey, Dav",9781338801965,English,Juvenile,No
On the Come Up,,"Thomas, Angie",9780062498571,English,Adult,No
On the Fence,,"West, Kasie",9780062235688,English,Adult,No
On the Hook (unabridged),,"Stork, Francisco X.",9781338774467,English,Young adult,No
On the Hook,,"Stork, Francisco X.",9780545555753,English,Young adult,No
On the Internet: Our First Talk About Online Safety,The World Around Us,"Roberts, Jillian",9781459820951,English,Juvenile,No
On the Spectrum (unabridged),,"Gold, Jennifer",9781772601947,English,Young adult,Yes
Once a Week,,"Milne, A. A.",9781620130162,English,Young adult,No
Once a Witch,,"MacCullough, Carolyn",9780547391748,English,Adult,No
Once and for All,,"Dessen, Sarah",9780425290347,English,Adult,No
Once Upon a Broken Heart,Once Upon a Broken Heart,"Garber, Stephanie",9781250268389,English,Young adult,No
Once Upon a Messy Whisker,BIG Adventures of BabyMouse,"Holm, Jennifer L.",9780593430927,English,Juvenile,No
Once Upon a Quinceanera,,"Gomez-Hira, Monica",9780062996855,English,Young adult,No
Once Upon a Tim,Once Upon a Tim,"Gibbs, Stuart",9781534499270,English,Juvenile,No
Once Was Lost,,"Zarr, Sara",9780316072397,English,Young adult,No
The One (unabridged),The Selection,"Cass, Kiera",9780062324153,English,Young adult,No
The One,The Selection,"Cass, Kiera",9780062060013,English,Young adult,No
The One and Only Bob (unabridged),The One and Only Ivan,"Applegate, Katherine",9780063012639,English,Juvenile,No
The One and Only Bob,The One and Only Ivan,"Applegate, Katherine",9780062991331,English,Juvenile,No
The One and Only Ivan: My Story,The One and Only Ivan,"Applegate, Katherine",9780062101983,English,Juvenile,No
The One and Only Ruby (unabridged),The One and Only Ivan,"Applegate, Katherine",9780063080119,English,Juvenile,No
The One and Only Ruby,The One and Only Ivan,"Applegate, Katherine",9780063080102,English,Juvenile,No
One As In Stone,Word Families Set 8,"Molter, Carey",9781617585630,English,Juvenile,No
One Crazy Summer,One Crazy Summer,"Williams-Garcia, Rita",9780061966675,English,Juvenile,No
One Dark Throne,Three Dark Crowns,"Blake, Kendare",9780062385482,English,Adult,No
One Dead Spy: A Revolutionary War Tale,Nathan Hale's Hazardous Tales,"Hale, Nathan",9781613123720,English,Juvenile,No
One False Note (unabridged),The 39 Clues,"Korman, Gordon",9781338241242,English,Juvenile,No
One Fish Two Fish Red Fish Blue Fish,Classic Seuss,Dr. Seuss,9780385372107,English,Juvenile,No
One Moment,,"McBride, Kristina",9781606842690,English,Adult,No
"One of Us Is Lying (unabridged, tv series tie-in)",One of Us Is Lying,"McManus, Karen M.",9781524756918,English,Adult,No
One of Us Is Lying,One of Us Is Lying,"McManus, Karen M.",9781524714703,English,Adult,No
One of Us Is Next,One of Us Is Lying,"McManus, Karen M.",9780525707981,English,Young adult,No
One Thousand Paper Cranes: The Story of Sadako and the Children's Peace Statue,,"Takayuki, Ishii",9780307806345,English,Young adult,No
One-Man Band,Junie B. Jones,"Park, Barbara",9780375894466,English,Juvenile,No
Only If You Dare: 13 Stories of Darkness and Doom (unabridged),,"Allen, Josh",9781666194319,English,Juvenile,Yes
Only the Good Spy Young,Gallagher Girls,"Carter, Ally",9781423143697,English,Young adult,No
The Onts: The Onts (unabridged),Secrets of Dripping Fang,"Greenburg, Dan",9780739350881,English,Juvenile,No
Onyx & Ivory,,"Arnett, Mindee",9780062652683,English,Adult,No
"Onyx: Lux Series, Book 2",Lux,"Armentrout, Jennifer L.",9781620610121,English,Young adult,No
Ook As In Hook,Word Families Set 7,"Tuminelly, Nancy",9781617585562,English,Juvenile,No
Oon As In Spoon,Word Families Set 7,"Molter, Carey",9781617585517,English,Juvenile,No
Op As In Top,Word Families Set 5,"Rondeau, Amanda",9781617585401,English,Juvenile,No
The Opal Deception,Artemis Fowl,"Colfer, Eoin",9781423132233,English,Juvenile,No
Operation Trinity (unabridged),The 39 Clues: The Cahill Files,"Riley, Clifford",9781338241402,English,Juvenile,No
The Oracle Code,,"Nijkamp, Marieke",,English,Young adult,Yes
The Orange Outlaw,A to Z Mystery,"Roy, Ron",9780307539380,English,Juvenile,No
Orcas,Ocean Animals,"Rathburn, Betsy",9781648343896,English,Juvenile,Yes
Orchards,,"Thompson, Holly",9780375898341,English,Young adult,No
Ordinary Magic,,"Rubino-Bradway, Caitlen",9781599908342,English,Juvenile,No
Ore As In Core,Word Families Set 7,"Rondeau, Amanda",9781617585524,English,Juvenile,No
Origami Animals,First Steps in Origami,"Webster, Belinda",9781725314917,English,Juvenile,Yes
Orioles,Backyard Birds,"Fleming, Dana",9781648344022,English,Juvenile,Yes
Orphan #8: A Novel (unabridged),,"van Alkemade, Kim",9780062395436,English,Adult,No
The Orphan's Wish,Hagenheim,"Dickerson, Melanie",9780718074845,English,Adult,No
Ot As In Knot,Word Families Set 5,"Rondeau, Amanda",9781617585418,English,Juvenile,No
Othello: The Moor of Venice,,"Shakespeare, William",9781620116814,English,Young adult,Yes
The Other Wind,Earthsea,"Le Guin, Ursula K.",9780547543192,English,Young adult,No
Our Dark Duet (unabridged),Monsters of Verity,"Schwab, V. E.",9780062683342,English,Adult,No
Our Only May Amelia (unabridged),May Amelia,"Holm, Jennifer L.",9780739361115,English,Juvenile,No
"Our Stories, Our Voices: 21 YA Authors Get Real About Injustice, Empowerment, and Growing Up Female in America",,"Reed, Amy",9781534409019,English,Young adult,No
Out Loud,Big Nate Comics,"Peirce, Lincoln",9781449410308,English,Juvenile,No
Out of Breath,The Lithia Trilogy,"Richmond, Blair",9780979647581,English,Adult,No
Out of Darkness,,"Pérez, Ashley Hope",9781467761796,English,Adult,No
Out of My Mind,Out of My Mind,"Draper, Sharon M.",9781416980452,English,Juvenile,No
Out of Season,,"Jones, Kari",9781459800984,English,Juvenile,No
Out of Shadows,,"Wallace, Jason",9780823426904,English,Adult,No
Out of the Blue,,Barefoot Books,9781782855217,English,Juvenile,Yes
Out of the Easy,,"Sepetys, Ruta",9781101607800,English,Adult,No
Outbreak!: Plagues That Changed History,,"Barnard, Bryn",9780307489258,English,Young adult,No
Outcasts United: The Story of a Refugee Soccer Team That Changed a Town,,"St. John, Warren",9780375988806,English,Young adult,No
The Outlaw,,"Davies, Stephen",9780547677583,English,Young adult,No
The Outside,My New Normal,"Sara, Michelle",9781612473536,English,Young adult,No
Outside Shot,All-Star Sports Stories,"Bowen, Fred",9781504053853,English,Juvenile,No
The Outsiders (unabridged),,"Hinton, S. E.",9780739345177,English,Young adult,No
The Outsiders,,"Hinton, S. E.",9781101642610,English,Young adult,No
Over and Under the Snow,,"Messner, Kate",9781452123981,English,Juvenile,No
Over in the Forest: Come and Take a Peek,,"Berkes, Marianne",9781584691839,English,Juvenile,Yes
Ow As In Cow,Word Families Set 5,"Rondeau, Amanda",9781617585425,English,Juvenile,No
Ow As In Crow,Word Families Set 7,"Doudna, Kelly",9781617585531,English,Juvenile,No
Owls,Backyard Wildlife,"Fleming, Dana",9781612114880,English,Juvenile,No
Ozma of Oz,Oz,"Baum, L. Frank",9781620111536,English,Juvenile,Yes
Paintball Problems,Jake Maddox Sports Stories,"Maddox, Jake",9781434298348,English,Juvenile,No
Paintings from the Cave: Three Novellas,,"Paulsen, Gary",9780375897436,English,Young adult,No
Palace of Stone,Princess Academy,"Hale, Shannon",9781599909165,English,Young adult,No
The Paladin Prophecy: Book 1 (unabridged),The Paladin Prophecy,"Frost, Mark",9780449014868,English,Young adult,No
The Paladin Prophecy: Book 1,The Paladin Prophecy,"Frost, Mark",9780375980015,English,Young adult,No
The Panda Puzzle,A to Z Mystery,"Roy, Ron",9780307540294,English,Juvenile,No
Pandemonium (unabridged),Delirium,"Oliver, Lauren",9780307968784,English,Adult,No
Pandemonium,Delirium,"Oliver, Lauren",9780062101990,English,Adult,No
Paper Covers Rock,,"Hubbard, Jenny",9780375899423,English,Young adult,No
Paper Towns,,"Green, John",9781101010938,English,Adult,No
Parrot in the Oven: A Novel,,"Martinez, Victor",9780062290571,English,Young adult,No
The Party and Other Stories: The Party: Book 1,Fox & Chick,"Ruzzier, Sergio",9781452174389,English,Juvenile,No
