Title,Series,Creator,ISBN,Language,Content access levels,Subscription
Little Women,Little Women,"Alcott, Louisa May",9781620114568,English,Juvenile,Yes
The Living,The Living,"de la Peña, Matt",9780375984358,English,Adult,No
Living Beyond Borders: Growing up Mexican in America (unabridged),,"Longoria, Margarita",9780593589205,English,Young adult,No
Living Fossils: Survivors from Earth's Distant Past,,"Hirsch, Rebecca E.",9781728401508,English,Juvenile,Yes
Living in Space,How Do You Live There?,"Hand, Carol",9781725316669,English,Juvenile,Yes
A Living Nightmare: A Living Nightmare,Cirque Du Freak: The Saga of Darren Shan,"Shan, Darren",9780316041843,English,Young adult,No
Living Simply: A Teen Guide to Minimalism,,"McGraw, Sally",9781541524828,English,Young adult,Yes
The Loch Ness Monster,In Search of the Unexplained,"Gleisner, Jenna Lee",9781645195276,English,Juvenile,Yes
Lockdown,,"Myers, Walter Dean",9780061968549,English,Young adult,No
The London Eye Mystery,,"Dowd, Siobhan",9780375849350,English,Juvenile,No
The Loners,Quarantine,"Thomas, Lex",9781512401448,English,Adult,No
The Long Haul,Diary of a Wimpy Kid,"Kinney, Jeff",9781613126929,English,Juvenile,No
Long Lankin,,"Barraclough, Lindsey",9780763661083,English,Young adult,No
"A Long, Long Sleep",,"Sheehan, Anna",9780763656058,English,Adult,No
Long Lost (unabridged),,"West, Jacqueline",9780063087521,English,Juvenile,No
Long Lost,,"West, Jacqueline",9780062691774,English,Juvenile,No
The Long Secret,Harriet the Spy,"Fitzhugh, Louise",9780307421913,English,Juvenile,No
A Long Walk to Water: Based on a True Story,,"Park, Linda Sue",9780547532844,English,Young adult,No
Long Way Down (unabridged),,"Reynolds, Jason",9781508241584,English,Adult,No
Long Way Down,,"Reynolds, Jason",9781481438278,English,Young adult,No
Look Both Ways: A Tale Told in Ten Blocks,,"Reynolds, Jason",9781481438308,English,Juvenile,No
The Lorax,Classic Seuss,Dr. Seuss,9780385372022,English,Juvenile,No
Lord of the Fleas,Dog Man,"Pilkey, Dav",9780545935395,English,Juvenile,No
Lord of the Flies (unabridged),,"Golding, William",9780739330296,English,Young adult,No
Lord of the Flies,,"Golding, William",9781101158104,English,Young adult,No
Lord of the Shadows: Lord of the Shadows,Cirque Du Freak: The Saga of Darren Shan,"Shan, Darren",9780316025539,English,Young adult,No
Los camiones de bomberos (Fire Trucks),Vehículos al rescate (Machines to the Rescue),"Harris, Bizzy",9781636901855,Spanish; Castilian,Juvenile,Yes
Los leones (Lions),Big Cats,"Brandle, Marie",9781645278696,Spanish; Castilian,Juvenile,Yes
Los tigres (Tigers),Big Cats,"Brandle, Marie",9781645278757,Spanish; Castilian,Juvenile,Yes
Lost and Found,,"Harley, Bill",9781561459957,English,Juvenile,No
"Lost Boy, Lost Girl: Escaping Civil War in Sudan",,"Dau, John Bul",9781426307294,English,Young adult,No
The Lost Colony,Artemis Fowl,"Colfer, Eoin",9781423132240,English,Juvenile,No
The Lost Heir,Wings of Fire Graphic Novel,"Sutherland, Tui T.",9780545942225,English,Juvenile,No
The Lost Hero (unabridged),The Heroes of Olympus,"Riordan, Rick",9780307711809,English,Juvenile,No
The Lost Hero,The Heroes of Olympus,"Riordan, Rick",9781423145400,English,Juvenile,No
The Lost Hero,Heroes of Olympus Graphic Novel,"Riordan, Rick",9781423190332,English,Juvenile,No
Lost in Paris,Mira's Diary,"Moss, Marissa",9781402266089,English,Young adult,No
Lost in Shellbark Forest: Natalie's Story,Hickory Hollow,"Bolte, Mari",9781964603018,English,Juvenile,Yes
"The Lost Prince: The Iron Fey Series, Book 5",The Iron Fey: Call of the Forgotten,"Kagawa, Julie",9781459244511,English,Young adult,No
The Lost Stone (unabridged),Kingdom of Wrenly,"Quinn, Jordan",9781666134476,English,Juvenile,Yes
Lost Voices (unabridged),Lost Voices Trilogy,"Porter, Sarah",9781481589475,English,Young adult,No
Lost Voices,The Lost Voices Trilogy,"Porter, Sarah",9780547573823,English,Young adult,No
Louisiana's Way Home,,"DiCamillo, Kate",9781536204773,English,Juvenile,No
Love & Gelato,,"Evans Welch, Jenna",9781481432566,English,Young adult,No
"Love, Aubrey",,"LaFleur, Suzanne",9780375892608,English,Juvenile,No
Love Drugged,,"Klise, James",9780738727271,English,Adult,No
"Love, Hate and Other Filters",,"Ahmed, Samira",9781616958480,English,Adult,No
Love in the Library,,"Tokuda-Hall, Maggie",9781536225747,English,Juvenile,Yes
"Love, Life, and the List (unabridged)",,"West, Kasie",9780062823151,English,Young adult,No
"Love, Life, and the List",,"West, Kasie",9780062675781,English,Young adult,No
Lucky for Good (unabridged),Lucky,"Patron, Susan",9780307745927,English,Juvenile,No
The Lucky Lottery,A to Z Mystery,"Roy, Ron",9780307537942,English,Juvenile,No
The Lucky Ones,Bright Young Things,"Godbersen, Anna",9780062114570,English,Adult,No
"Lullaby: A Watersong Novel Series, Book 2 (unabridged)",Watersong,"Hocking, Amanda",9781427229526,English,Young adult,No
The Luxe (unabridged),Luxe,"Godbersen, Anna",9780061698927,English,Adult,No
The Luxe,Luxe,"Godbersen, Anna",9780061756849,English,Adult,No
The Lynching of Louie Sam,,"Stewart, Elizabeth",9781554514953,English,Young adult,No
Lynx,Animals of the Forest,"Perish, Patrick",9781648344152,English,Juvenile,Yes
Macbeth,,"Shakespeare, William",9781620116821,English,Young adult,Yes
"The Mad, Mad, Mad, Mad Treasure Hunt",Judy Moody & Stink,"McDonald, Megan",9780763658618,English,Juvenile,No
Made for Each Other: Book 2,My Boyfriend Is a Monster,"Storrie, Paul D.",9781467759106,English,Young adult,No
"Madeline Finn and the Library Dog: Madeline Finn Series, Book 1",Madeline Finn,"Papp, Lisa",9781682631409,English,Juvenile,No
"Mae Jemison: Trailblazing Astronaut, Doctor, and Teacher",Remarkable Lives Revealed,"Barghoorn, Linda",9781684446438,English,Juvenile,No
Maggot Moon,,"Gardner, Sally",9780763665739,English,Young adult,No
The Magic and Mystery of Trees,The Magic and Mystery of the Natural World,"Green, Jen",9781465488909,English,Juvenile,No
A Magic Crystal?: A Magic Crystal?,Marvin Redpost,"Sachar, Louis",9780307805751,English,Juvenile,No
Magic Mates and the Holiday of Horrors,Magic Mates,"West, Jane",9780857693143,English,Juvenile,No
The Magic Misfits,Magic Misfits,"Harris, Neil Patrick",9780316355582,English,Juvenile,No
The Magic Paintbrush: A Chinese Folktale,Multicultural Folktales,"York, M. J.",9781503894877,English,Juvenile,Yes
"Magic Tree House, Books 1-4",Magic Tree House,"Pope Osborne, Mary",9780449810354,English,Juvenile,No
"Magic Tree House Collection, Books 1-8: Dinosaurs Before Dark / The Knight at Dawn / Mummies in the Morning / Pirates Past Noon / Night of the Ninjas / Afternoon on the Amazon / Sunset of the Sabertooth / Midnight on the Moon (unabridged)",Magic Tree House,"Pope Osborne, Mary",9780525523369,English,Juvenile,No
The Magician,The Secrets of the Immortal Nicholas Flamel,"Scott, Michael",9780375849084,English,Young adult,No
The Magician's Elephant,,"DiCamillo, Kate",9780763649418,English,Juvenile,No
The Magician's Nephew,The Chronicles of Narnia,"Lewis, C. S.",9780061974168,English,Juvenile,No
Magisterium (unabridged),,"Hirsch, Jeff",9781338250114,English,Young adult,No
Magyk: Magyk,Septimus Heap,"Sage, Angie",9780061757068,English,Juvenile,No
Make the Rules,Ivy and Bean,"Barrows, Annie",9781452120157,English,Juvenile,No
Makerspace Projects for Understanding Chemical Reactions,STEM Makerspace Projects,"Linde, Barbara Martina",9781725311770,English,Juvenile,Yes
Makerspaces: Top Trailblazing Projects: A LITA Guide,A LITA Guide,"Bagley, Caitlin A.",9781555709914,English,Young adult,No
Making Comic Books,Reading Rocks!,"Teitelbaum, Michael",9781602538627,English,Juvenile,Yes
Making Good Decisions,The Sky's the Limit,"Finne, Stephanie",9781645278542,English,Juvenile,Yes
Making YouTube Videos,,"Willoughby, Nick",9781119177258,English,Young adult,No
The Mako Shark,Shark Fact Files,"Green, Sara",9781612116570,English,Juvenile,Yes
Manatees,Oceans Alive,"Herriges, Ann",9781612111407,English,Juvenile,No
Manatees / Los manatíes,PowerKids Readers: Sea Friends,"Alamán, Eduardo",9781448899869,"English, Spanish; Castilian",Juvenile,Yes
Manga,You Can Draw It!,"Eppard, Jon",9781612116655,English,Juvenile,No
Manga: Learn to Draw Step by Step,How to Draw & Paint,"Lee, Jeannie",9781610598392,English,Young adult,No
Manga Superheroes,Learn to Draw Manga,"Jones, Richard",,English,Juvenile,No
A Mango-Shaped Space,,"Mass, Wendy",9780316048699,English,Young adult,No
The Manhattan Project,Heroes of World War II,"Doeden, Matt",9781541521582,English,Juvenile,No
Maniac Magee (unabridged),,"Spinelli, Jerry",9780739344491,English,Juvenile,No
The Manic Pixie Dream Boy Improvement Project,,"Appelhans, Lenore",9781541541849,English,Young adult,Yes
Mansfield Park,,"Austen, Jane",9781620116654,English,Young adult,Yes
A Map of Days,Miss Peregrine's Peculiar Children,"Riggs, Ransom",9780735231481,English,Young adult,No
"March, Book One",March,"Lewis, John",9781603093026,English,Young adult,No
"March, Book Three",March,"Lewis, John",9781684060139,English,Young adult,No
"March, Book Two",March,"Lewis, John",9781603094016,English,Young adult,No
"A March of Kings: Book, Book 2 in the Sorcerer's Ring",The Sorcerer's Ring,Morgan Rice,9781939416056,English,Adult,No
Marcus Vega Doesn't Speak Spanish,,"Cartaya, Pablo",9781101997277,English,Juvenile,No
Mare's War,,"Davis, Tanita S.",9780375853593,English,Young adult,No
The Mark of Athena (unabridged),The Heroes of Olympus,"Riordan, Rick",9780449014530,English,Juvenile,No
"The Mark of the Golden Dragon: Being an Account of the Further Adventures of Jacky Faber, Jewel of the East, Vexation of the West, and Pearl of the South China Sea",Bloody Jack Adventure,"Meyer, L. A.",9780547677453,English,Young adult,No
Marley: A Dog Like No Other,,"Grogan, John",9780061853395,English,Juvenile,No
The Marrow Thieves,Marrow Thieves,"Dimaline, Cherie",9781770864870,English,Adult,No
The Marvelous Land of Oz,Oz,"Baum, L. Frank",9781620111543,English,Juvenile,Yes
Marvel's Avengers: Infinity War: Thanos: Titan Consumed,Marvel's Avengers,"Lyga, Barry",9781982561734,English,Young adult,No
Mary Anne Saves the Day,Baby-Sitters Club Graphic Novel,"Telgemeier, Raina",9780545890663,English,Juvenile,No
Mary Poppins,Mary Poppins,"Travers, P. L.",9780547541969,English,Juvenile,No
Mary Poppins Comes Back (unabridged),Mary Poppins,"Travers, P. L.",9781482954135,English,Juvenile,No
Maserati,Ultimate Cars Set 2,"Wheeler, Jill C.",9781617143984,English,Juvenile,No
Master of Deceit: J. Edgar Hoover and America in the Age of Lies,,"Aronson, Marc",9780763656195,English,Young adult,No
Master of Her Music: How Taylor Swift Conquered the Music Industry,Everything Taylor Swift (Gareth's Version),"Nelson, Kristen Rajczak",9781482469370,English,Juvenile,Yes
Mastiff: The Legend of Beka Cooper #3,Legend of Beka Cooper,"Pierce, Tamora",9780375893285,English,Young adult,No
A Match Made in Heaven: Book 8,My Boyfriend Is a Monster,"Robbins, Trina",9781467759168,English,Young adult,No
Matched,Matched Trilogy,"Condie, Ally",9781101558461,English,Young adult,No
The Math of Baseball,Sports Math,"Mahaney, Ian F.",,English,Juvenile,No
The Math of Basketball,Sports Math,"Mahaney, Ian F.",,English,Juvenile,No
The Math of Football,Sports Math,"Mahaney, Ian F.",,English,Juvenile,No
The Math of Hockey,Sports Math,"Mahaney, Ian F.",,English,Juvenile,No
The Math of NASCAR,Sports Math,"Mahaney, Ian F.",,English,Juvenile,No
The Math of Soccer,Sports Math,"Mahaney, Ian F.",,English,Juvenile,No
Matilda,,"Dahl, Roald",9781101654316,English,Juvenile,No
Max,Maximum Ride,"Patterson, James",9780316040747,English,Young adult,No
Maximum Ride Forever,Maximum Ride,"Patterson, James",9780316207515,English,Young adult,No
May B.,,"Rose, Caroline Starr",9781582464374,English,Juvenile,No
Mayflower Treasure Hunt: Mayflower Treasure Hunt,A to Z Mystery: Super Edition,"Roy, Ron",9780307496737,English,Juvenile,No
The Maze Cutter (unabridged),Maze Cutter,"Dashner, James",9781666146035,English,Young adult,Yes
The Maze of Bones (unabridged),The 39 Clues,"Riordan, Rick",9781338241181,English,Juvenile,No
The Maze Runner (unabridged),Maze Runner,"Dashner, James",9780307582911,English,Young adult,No
The Maze Runner,Maze Runner,"Dashner, James",9780375893773,English,Young adult,No
The Maze Runner Series Complete Collection,Maze Runner,"Dashner, James",9780553509076,English,Young adult,No
"Me and Earl and the Dying Girl (unabridged, revised)",,"Andrews, Jesse",9780147520869,English,Adult,No
Me and Earl and the Dying Girl: A Novel,,"Andrews, Jesse",9781613123065,English,Adult,No
Me and Marvin Gardens (unabridged),,"King, Amy Sarig",9780525638148,English,Juvenile,No
Meat-eating Plants: Toothless Wonders,Plant-ology,"Lawrence, Ellen",9781617726255,English,Juvenile,Yes
Media Meltdown,Graphic Guide Adventures,"O'Donnell, Liam",9781554690664,English,Juvenile,No
Medical Math: QuickStudy Laminated Reference Guide,,"BarCharts Publishing, Inc.",9781423207375,English,Young adult,No
Medusa Plot (unabridged),The 39 Clues: Cahills vs. Vespers,"Korman, Gordon",9781338241310,English,Juvenile,No
Meet Cute,,"Armentrout, Jennifer L.",9781328810847,English,Young adult,No
Melonhead,Melonhead,"Kelly, Katy",9780375891922,English,Juvenile,No
The Meltdown,Diary of a Wimpy Kid,"Kinney, Jeff",9781683353874,English,Juvenile,No
Memoirs of a Tortoise,Memoirs,"Scillian, Devin",9781534166806,English,Juvenile,No
The Menagerie (unabridged),Menagerie,"Sutherland, Tui T.",9781541464827,English,Juvenile,Yes
Mercedes Benz,Ultimate Cars Set 2,"Wheeler, Jill C.",9781617143991,English,Juvenile,No
The Merchant of Venice,,"Shakespeare, William",9781620116111,English,Young adult,Yes
The Merchant's Daughter,Hagenheim,"Dickerson, Melanie",9780310727620,English,Young adult,No
Merci Suárez Changes Gears,Merci Suárez,"Medina, Meg",9781536204094,English,Juvenile,No
Mercy Watson Fights Crime,Mercy Watson,"DiCamillo, Kate",9780763671419,English,Juvenile,No
Mercy Watson Goes for a Ride,Mercy Watson,"DiCamillo, Kate",9780763668167,English,Juvenile,No
Mercy Watson to the Rescue,Mercy Watson,"DiCamillo, Kate",9780763668174,English,Juvenile,No
The Merry Adventures of Robin Hood,,"Pyle, Howard",9781620111499,English,Juvenile,Yes
Messenger,The Giver Quartet,"Lowry, Lois",9780547345895,English,Young adult,No
The Metamorphosis,,"Kafka, Franz",9781620116500,English,Young adult,Yes
Mexican WhiteBoy,,"de la Peña, Matt",9780375891182,English,Adult,No
Mi herencia mexicana (My Mexican Heritage),Rosen Readers,"King, Aven",9781508107705,Spanish; Castilian,Juvenile,Yes
Mi primer paseo a la granja / My First Trip to a Farm,Mi primer paseo / My First Trip,"Roza, Greg",9781725304642,"English, Spanish; Castilian",Juvenile,Yes
Michelle Obama: An American Story,,"Colbert, David",9780547349930,English,Young adult,No
Middlemarch: A Study of Provincial Life,,"Eliot, George",9781620110553,English,Young adult,Yes
Midnight,Warriors: The New Prophecy,"Hunter, Erin",9780061757419,English,Juvenile,No
Midnight on the Moon,Magic Tree House,"Pope Osborne, Mary",9780375894251,English,Juvenile,No
A Midsummer Night's Dream,,"Shakespeare, William",9781620116074,English,Young adult,Yes
The Mighty Miss Malone (unabridged),,"Curtis, Christopher Paul",9780307968258,English,Juvenile,No
The Mighty Miss Malone,,"Curtis, Christopher Paul",9780375897368,English,Juvenile,No
Migration,Discovering Nature's Cycles,"Nelson, Robin",,English,Juvenile,No
Miles Morales: Spider-Man,Spider-Man,Marvel Press Book Group,9781368001373,English,Juvenile,No
"Miles Morales: Spider-Man (2018), Volume 1: Straight Out of Brooklyn",Miles Morales: Spider-Man (2018),"Ahmed, Saladin",9781302515133,English,Juvenile,No
"Miles Morales: Spider-Man (2018), Volume 2: Bring on the Bad Guys",Miles Morales: Spider-Man (2018),"Ahmed, Saladin",9781302518080,English,Young adult,No
Miles Morales Suspended: A Spider-Man Novel,,"Reynolds, Jason",9781665918480,English,Young adult,No
Military Service,Responsible Citizenship,"Fleming, Dana",9781648344060,English,Juvenile,Yes
Milkweed,,"Spinelli, Jerry",9780375890376,English,Young adult,No
"A Million Suns: An Across the Universe Novel: Across the Universe Series, Book 2",Across the Universe,"Revis, Beth",9781101552247,English,Adult,No
"Mindfulness for Teen Anxiety: A Workbook for Overcoming Anxiety at Home, at School, and Everywhere Else",,"Willard, Christopher",9781608829118,English,Young adult,No
Mine!,,"Crum, Shutta",9780375988875,English,Juvenile,No
Minecrafter 2.0 Advanced: The Unofficial Guide to Minecraft & Other Building Games,,Triumph Books,9781623688875,English,Young adult,No
The Miraculous Journey of Edward Tulane (unabridged),,"DiCamillo, Kate",9780739345160,English,Juvenile,No
The Miraculous Journey of Edward Tulane,,"DiCamillo, Kate",9780763649425,English,Juvenile,No
"Mirror, Mirror: A Book of Reversible Verse (unabridged)",,"Singer, Marilyn",9781430115403,English,Juvenile,No
The Misadventures of Awkward Black Girl (unabridged),A Bestselling Memoir,"Rae, Issa",9781442386730,English,Adult,No
The Miscalculations of Lightning Girl,,"McAnulty, Stacy",9781524767594,English,Juvenile,No
The Miseducation of Cameron Post,,"Danforth, Emily M.",9780062101969,English,Adult,No
Misguided Angel,Blue Bloods,"de la Cruz, Melissa",9781423147725,English,Young adult,No
Miss Daisy Is Crazy!,My Weird School,"Gutman, Dan",9780061973291,English,Juvenile,No
Miss Peregrine Trilogy Boxed Set,Miss Peregrine's Peculiar Children,"Riggs, Ransom",9781594748394,English,Young adult,No
Miss Peregrine's Home for Peculiar Children (unabridged),Miss Peregrine's Peculiar Children,"Riggs, Ransom",9780307913029,English,Young adult,No
Miss Peregrine's Home for Peculiar Children,Miss Peregrine's Peculiar Children,"Riggs, Ransom",9781594745133,English,Young adult,No
Missing Dead Girls,,"Walters , Sara",9781728234144,English,Young adult,No
The Missing Mummy,A to Z Mystery,"Roy, Ron",9780307538468,English,Juvenile,No
Mission Road,Tres Navarre,"Riordan, Rick",9780553901696,English,Adult,No
Mistakes Were Made,Timmy Failure,"Pastis, Stephan",9780763663582,English,Juvenile,No
Mister Death's Blue-Eyed Girls,,"Hahn, Mary Downing",9780547822372,English,Young adult,No
"Moby Dick: Or, The Whale",,"Melville, Herman",9781620117002,English,Young adult,Yes
Mockingjay (unabridged),The Hunger Games,"Collins, Suzanne",9781338249118,English,Young adult,No
Mockingjay (unabridged),The Hunger Games,"Collins, Suzanne",9781338589054,English,Young adult,No
Mockingjay,The Hunger Games,"Collins, Suzanne",9780545317801,English,Young adult,No
Monday with a Mad Genius,Magic Tree House: Merlin Missions,"Pope Osborne, Mary",9780375894602,English,Juvenile,No
Monday's Not Coming,,"Jackson, Tiffany D.",9780062422699,English,Adult,No
Monet Paints a Day,,"Danneberg, Julie",9781607344544,English,Juvenile,No
Money For Adulting: Fun Tips and Financial Tricks for Teens,,"Hung CFA, Michelle",9798886503876,English,Adult,Yes
A Monster Calls: Inspired by an idea from Siobhan Dowd,,"Ness, Patrick",9780763656331,English,Young adult,No
The Monster in the Mattress and Other Stories / El monstruo en el colchón y otras historias,,"de Anda, Diane",9781611925067,"English, Spanish; Castilian",Juvenile,No
Monster Trucks,Mighty Machines,"Fleming, Dana",9781612110318,English,Juvenile,No
Monsters,Ashes Trilogy,"Bick, Ilsa J.",9781512401509,English,Young adult,No
Monsters of Men,Chaos Walking,"Ness, Patrick",9780763652111,English,Adult,No
Monstrous Beauty (unabridged),,"Fama, Elizabeth",9781427222183,English,Adult,No
The Moon,Early Bird Astronomy,"Waxman, Laura Hamilton",9780761359326,English,Juvenile,No
"Moon and Blood, Volume 1",Moon and Blood,"Yazawa, Nao",9781613132739,English,Adult,No
"Moon and Blood, Volume 2",Moon and Blood,"Yazawa, Nao",9781613132746,English,Adult,No
"Moon and Blood, Volume 3",Moon and Blood,"Yazawa, Nao",9781613132753,English,Adult,No
"Moon and Blood, Volume 4",Moon and Blood,"Yazawa, Nao",9781569702499,English,Adult,No
Moon Over Manifest: (Newbery Medal Winner),,"Vanderpool, Clare",9780375896163,English,Juvenile,No
The Moon Ring,,"DuBurke, Randy",9781452126777,English,Juvenile,No
Moonlight on the Magic Flute,Magic Tree House: Merlin Missions,"Pope Osborne, Mary",9780375894633,English,Juvenile,No
The Moonstone,,"Collins, Wilkie",9781620113639,English,Young adult,Yes
More Happy Than Not (Deluxe Edition),,"Silvera, Adam",9781616955618,English,Adult,No
More Perfect than the Moon,"Sarah, Plain and Tall","MacLachlan, Patricia",9780062285751,English,Juvenile,No
More Short & Shivery,,"San Souci, Robert D.",9780307781741,English,Juvenile,No
Morte,War with No Name,"Repino, Robert",9781616954284,English,Adult,No
Most Dangerous: Daniel Ellsberg and the Secret History of the Vietnam War (unabridged),,"Sheinkin, Steve",9780553552782,English,Young adult,No
The Most Magnificent Thing,,"Spires, Ashley",9781771382045,English,Juvenile,No
The Most Magnificent Thing,,"Spires, Ashley",9781771381741,English,Juvenile,No
Motocross Racing,Action Sports,"Hale, K. A.",9781645191674,English,Juvenile,Yes
Mount Rushmore,Famous Places,"Jango-Cohen, Judith",9780761362906,English,Juvenile,No
Mountain Lion vs. Coyote,Animal Battles,"Adamson, Thomas K.",9781648341380,English,Juvenile,Yes
"Mouse and Mole, Fine Feathered Friends",Mouse and Mole,"Yee, Wong Herbert",9780547770789,English,Juvenile,No
The Mouse and the Motorcycle,Ralph S. Mouse,"Cleary, Beverly",9780061972270,English,Juvenile,No
The Mouse and the Wizard: A Hindu Folktale,Multicultural Folktales,"Malaspina, Ann",9781503894891,English,Juvenile,Yes
The Moves Make the Man,,"Brooks, Bruce",9780061919367,English,Adult,No
Mr. Chickee's Funny Money,Flint Future Detectives,"Curtis, Christopher Paul",9780307488459,English,Juvenile,No
Mr. Chickee's Messy Mission,Flint Future Detectives,"Curtis, Christopher Paul",9780307488466,English,Juvenile,No
Mr. Klutz Is Nuts!,My Weird School,"Gutman, Dan",9780061973406,English,Juvenile,No
Mr. Lemoncello's Great Library Race,Mr. Lemoncello's Library,"Grabenstein, Chris",9780553536089,English,Juvenile,No
Mr. Lemoncello's Library Olympics,Mr. Lemoncello's Library,"Grabenstein, Chris",9780553510430,English,Juvenile,No
Mr. Popper's Penguins (unabridged),,"Atwater, Richard",9781600246760,English,Juvenile,No
Mr. Popper's Penguins,,"Atwater, Richard",9781453219607,English,Juvenile,No
Mrs. Dalloway,,"Woolf, Virginia",,English,Young adult,Yes
Mrs. Dole Is Out of Control!,My Weird School Daze,"Gutman, Dan",9780061973505,English,Juvenile,No
Mrs. Piggle-Wiggle (unabridged),Mrs. Piggle-Wiggle,"MacDonald, Betty",9780739344972,English,Juvenile,No
Mrs. Smith's Spy School for Girls (unabridged),Mrs. Smith's Spy School for Girls,"McMullen, Beth",9781494536978,English,Juvenile,Yes
Much Ado about Nothing,,"Shakespeare, William",9781620116104,English,Young adult,Yes
Mud Puddle (Classic Munsch Audio) (unabridged),,"Munsch, Robert",9781773215808,English,Juvenile,Yes
Mudshark,,"Paulsen, Gary",9780375892554,English,Juvenile,No
Mujeres que cambiaron el mundo,Social Studies: Informational Text,"Anderson Lopez, Elizabeth",9780743917315,Spanish; Castilian,Juvenile,Yes
The Mulberry Tree,,"Rushby, Allison",9781536211870,English,Juvenile,No
Mummies,World of Horror,"Ollhoff, Jim",9781604532715,English,Juvenile,No
Mummies in the Morning,Magic Tree House,"Pope Osborne, Mary",9780375894206,English,Juvenile,No
A Mummy in Her Backpack / Una momia en su mochila,,"Luna, James",9781611924787,"English, Spanish; Castilian",Juvenile,No
The Murder of an Angel: The Murder of an Angel,Confessions,"Patterson, James",9780316301121,English,Young adult,No
#MurderTrending,#MurderTrending,"McNeil, Gretchen",9781368014854,English,Adult,No
Muse of Nightmares,Strange the Dreamer,"Taylor, Laini",9780316341707,English,Adult,No
Music Was IT: Young Leonard Bernstein,,"Rubin, Susan G.",9781607342762,English,Young adult,No
Mustang,Ultimate Cars Set 1,"McKenna, A. T.",9781617580017,English,Juvenile,No
My Antonia,,"Cather, Willa",9781620110799,English,Young adult,Yes
My Awesome/Awful Popularity Plan,,"Rudetsky, Seth",9780375873249,English,Young adult,No
My Beijing: Four Stories of Everyday Wonder,,"Jun, Nie",9781512498592,English,Juvenile,No
My Boyfriend Bites: Book 3,My Boyfriend Is a Monster,"Jolley, Dan",9781467759113,English,Young adult,No
My Brother Sam Is Dead,,"Collier, James Lincoln",9780792790945,English,Juvenile,No
"My Cousin, the Alien",Alien Agent,"Service, Pamela F.",9780761346326,English,Juvenile,No
My Dearest Jonah,,"Crow, Matthew",9781908775580,English,Adult,No
My Favorite Sport: Cricket (unabridged),,"Streza, Nancy",9781532419683,English,Juvenile,Yes
My First Book of Cats: All About Furry Felines for Kids,My First Book of,"Grassi, Morgan",9798886508338,English,Juvenile,Yes
My First Book of Dinosaurs: All About Prehistoric Creatures for Kids,My First Book of,"Waters, Erin",9798886502336,English,Juvenile,Yes
My First Book of Sharks: All About the Largest Fish in the Sea for Kids,My First Book of,"Bishop, Buzz",9781685392079,English,Juvenile,Yes
My Life in Dog Years,,"Paulsen, Gary",9780307538796,English,Juvenile,No
My Life Next Door,,"Fitzpatrick, Huntley",9781101575222,English,Young adult,No
"My Life, the Theater, and Other Tragedies",,"Zadoff, Allen",9781606842560,English,Young adult,No
My Life With the Walter Boys (unabridged),My Life with the Walter Boys,"Novak, Ali",9781494525996,English,Adult,Yes
My Name Is Mina,Skellig,"Almond, David",9780375989650,English,Juvenile,No
"My Name Is Parvana: Breadwinner Series Series, Book 4",The Breadwinner,"Ellis, Deborah",9781554982998,English,Juvenile,No
My Plain Jane,The Lady Janies,"Hand, Cynthia",9780062652799,English,Adult,No
My Season with Penguins: An Antarctic Journal,,"Webb, Sophie",9780547770956,English,Juvenile,No
My Sister Rosa,,"Larbalestier, Justine",9781616956752,English,Adult,No
My Teacher Is An Alien,My Teacher Is an Alien,"Coville, Bruce",1588240266,English,Juvenile,No
My Two Border Towns (unabridged),,"Bowles, David",9780593399743,English,Young adult,No
Mycroft Holmes,MYCROFT HOLMES,"Abdul-Jabbar, Kareem",9781783291564,English,Adult,No
The Mysterious Affair at Styles,Hercule Poirot,"Christie, Agatha",9781620122921,English,Young adult,Yes
The Mysterious Benedict Society,The Mysterious Benedict Society,"Stewart, Trenton Lee",9780316032117,English,Juvenile,No
The Mysterious Benedict Society and the Perilous Journey,The Mysterious Benedict Society,"Stewart, Trenton Lee",9780316032377,English,Juvenile,No
The Mysterious Benedict Society and the Prisoner's Dilemma,The Mysterious Benedict Society,"Stewart, Trenton Lee",9780316072465,English,Juvenile,No
The Mysterious Guest: Folktales from Across America,,"San Souci, Robert D.",9780812627954,English,Adult,No
The Mysterious Island,Voyages Extraordinaires,"Verne, Jules",9781620122198,English,Young adult,Yes
Mystery Club,Mr. Wolf's Class,"Steinke, Aron Nels",9781338047752,English,Juvenile,No
The Mystery of Edwin Drood,,"Dickens, Charles",9781620124260,English,Young adult,Yes
The Mystery Valentine,The Alien Next Door,"Newton, A.I.",9781499807271,English,Juvenile,No
The Naked Mole-Rat Letters,,"Amato, Mary",9780823426805,English,Juvenile,No
The Name of this Book Is Secret,Secret,"Bosch, Pseudonymous",9780316039925,English,Juvenile,No
The Narrative of the Life of Frederick Douglass: An American Slave,,"Douglass, Frederick",9781620117156,English,Young adult,Yes
"The Narrative of the Life of Frederick Douglass, an American Slave (Barnes & Noble Classics Series): An American Slave",Barnes & Noble Classics,"Douglass, Frederick",9781411432765,English,Young adult,No
Narwhal: Unicorn of the Sea,Narwhal and Jelly,"Clanton, Ben",9781101918272,English,Juvenile,No
National Basketball Association,Major League Sports,"Frederickson, Kevin",9781645191728,English,Juvenile,Yes
